VehicleID,LicenseNO,VID,VCODE,SIMNO,RegisterDate,MobileUnitBrandID,MobileUnitModelID,GroupID,CustomerID
11163,NALD707950CCO,12922,ID00001162,66990459476,2013/10/10,8,20,827,1094
11164,NALD707954CCO,12920,ID00000484,66818293274,2013/10/10,2,11,827,1094
11165,NALD708284CCO,12915,ID00011845,66990462160,2013/10/10,2,11,827,1094
11166,ฮย-3876,12905,0E26F33CBFE818B,6B200E12B019BD0,2013/10/08,3,16,795,1101
11167,33-0987,12904,0132270055zzzzz,66945529924,2013/10/08,3,16,795,1101
11168,T.Commuter ฮย3875,12902,013227005583756,66944303252,2013/10/08,3,16,795,1101
11169,ฮย-3872,12903,2FB987F7027575C,EA2634A7ADF465B,2013/10/08,3,16,795,1101
11170,(C-006)82-8146รย.,12947,ID00001159,66628121438,2013/10/11,8,20,675,987
11171,(C-007)82-8302รย.,12948,ID00001102,66628122307,2013/10/11,2,11,675,987
11172,(L-07)82-7752รย.,12946,ID00000481,66628122284,2013/10/11,8,20,675,987
11173,ฆภ-8790 กทม.,11404,0132260042xxx60,66854897758,2013/02/26,3,16,84,110
11174,83-0272,12914,013227005575448,66618233830,2013/10/09,3,16,1016,1220
11175,20-157,12996,ID00001348,66851607840,2013/10/14,8,20,479,359
11176,18-3,12995,ID00001347,66851601571,2013/10/14,8,20,479,359
11177,(D260)32-9592กทม,12983,013227004963108,66618233717,2013/10/11,3,16,883,1080
11178,(M528)32-7363กทม.,12950,013227004964015,66617213250,2013/10/11,3,16,883,1080
11179,(D171)31-6464กทม.,12956,013226006807990,66993232232,2013/10/11,3,16,883,1080
11180,(D109)31-4483กทม,12972,013227004968883,66632064296,2013/10/11,3,16,883,1080
11181,(M508)32-9581กทม.,12975,013227004972745,66618233445,2013/10/11,3,16,883,1080
11182,(M535)32-7440กทม.,12955,013227004988253,66657313103,2013/11/10,3,16,883,1080
11183,(D265)32-9657กทม,12971,013227004979187,66618233713,2013/10/11,3,16,883,1080
11184,(M006)33-4909 กท,12953,013227004980888,66628805986,2013/10/11,3,16,883,1080
11185,(M523)ฮม-7052กทม,12979,013227004986786,66628205976,2013/10/11,3,16,883,1080
11186,(M533)32-7367กทม.,12954,013227004987347,66617213357,2013/10/11,3,16,883,1080
11187,(M896)ฮน-3804กทม.,12970,013227004990309,66618233374,2013/10/11,3,16,883,1080
11188,(D255)32-8654กทม,12978,013777001173697,66619942069,2013/10/11,3,16,883,1080
11189,(D229)30-6434กทม.,12949,013227004990523,66628204730,2013/10/11,3,16,883,1080
11190,(M959)32-4501กทม.,12958,013227004990762,66950538475,2013/10/11,3,16,883,1080
11191,(D266)32-9673กทม,12967,013227004990788,66618233702,2013/10/11,3,16,883,1080
11192,(D251)32-8655กทม,12981,013227009613062,66628205523,2013/10/11,3,16,883,1080
11193,(M938)32-9187กทม.,12982,013227004995456,66632691026,2013/10/11,3,16,883,1080
11194,(M891)ฮน-1510กทม.,12974,013227005008549,66627755083,2013/10/11,3,16,883,1080
11195,(M534)32-7438กทม.,12969,013227005008556,66657313120,2013/10/11,3,16,883,1080
11196,(M897)ฮน-3805กทม.,12952,013227005460724,66950568547,2013/10/11,3,16,883,1080
11197,(D257)32-9590กทม,12977,013227005531292,66618233714,2013/10/11,3,16,883,1080
11198,(D250)32-8653กทม,12973,013227005545995,66628210556,2013/10/11,3,16,883,1080
11199,(M532)32-7368กทม.,12951,013227003272436,66627073575,2013/10/11,3,16,883,1080
11200,(D156)31-6205กทม,12980,013227005576883,66628207743,2013/10/11,3,16,883,1080
11201,(C62)33-4213กทม,12976,013227005586221,66990785510,2013/10/11,3,16,883,1080
11202,(M942)32-4467กทม.,12968,013227004963876,66618233229,2013/10/11,3,16,883,1080
11203,(M531)32-7366กทม.,12957,013227004963793,66617042922,2013/10/11,3,16,883,1080
11204,(M530)32-7365กทม.,12960,013227005575521,66851606532,2013/10/11,3,16,883,1080
11205,(M536)32-7441กทม.,12961,013227004967935,66618234428,2013/10/11,3,16,883,1080
11206,(M529)32-7364กทม.,12959,013227004987404,66617043645,2013/10/11,3,16,883,1080
11207,(C65)33-4246กทม,12965,013227004986729,66992865217,2013/10/11,3,16,883,1080
11208,(D278)32-9987กท,12964,013227004989996,66628210076,2013/10/11,3,16,883,1080
11209,(D254)32-8659กทม,12962,013227004967950,66950616402,2013/10/11,3,16,883,1080
11210,(D267)32-9674กทม,12966,013227004968081,66618233704,2013/10/11,3,16,883,1080
11211,(D252)32-8656กทม,12963,013227009700356,66628210893,2013/10/11,3,16,883,1080
11212,ฒฬ-6049 (กบ),12430,013226003609381,66618234493,2013/07/31,3,16,553,694
11213,ฒม-110 กทม.,12486,ID00001062,66811704670,2013/08/15,2,11,284,985
11214,(M935)32-9208กทม.,13030,013227005440148,66628210277,2013/10/18,3,16,883,1080
11215,(M927)ฮน-9638กทม,13031,013227004966168,66628210449,2013/10/18,3,16,883,1080
11216,(M670)33-3463กทม,13032,013227003310483,66627973624,2013/10/18,3,16,883,1080
11217,(D231)30-6433,13033,013227004978353,66614035166,2013/10/18,3,16,883,1080
11218,(D275)32-9985กท,13034,013227004979096,66628210122,2013/10/18,3,16,883,1080
11219,(C72)33-4414 กท,13035,013227005575091,66948861514,2013/10/18,3,16,883,1080
11220,(M853)ฮบ-1482กทม.,13036,863835020687294,66631973046,2013/10/18,3,16,883,1080
11221,(M882)32-9196กทม,13037,013227005522267,66632254345,2013/10/18,3,16,883,1080
11222,(D104)31-3061กทม.,13038,013227004990267,66618233715,2013/10/18,3,16,883,1080
11223,0818474942,12831,xxx227004972711,66818474xxx,2013/10/01,3,16,545,325
11224,xxx227005440312,12830,xxx227005440312,xxx227005440312,2013/10/01,3,16,545,325
11225,Car.4( 4กผ- 9030 กทม),12550,013227003229428,66991132636,2013/08/27,3,16,1027,1265
11226,2 กภ-2675กทม,12869,60EC20D2BACC566,647588D7A35199B,2013/10/04,3,16,1027,1265
11227,นข-2625,12832,9DF6FFF8B924B88,9FDA046DFEA9CF6,2013/10/01,3,16,545,325
11228,2กพ-5017กทม.,12524,A0B53861BA8AE43,A909F70FCD4EDFE,2013/08/23,3,16,1027,1265
11229,70-9098รย,13020,ID00001039,66614132564,2013/10/18,8,20,1759,1094
11230,70-8697รย,13021,M300002093,66991490701,,8,20,1759,1094
11231,71-0442รย,13022,ID00001364,66627078410,2013/10/18,8,20,1759,1094
11232,71-0557รย,13023,ID00001365,66617692611,2013/10/18,8,20,1759,1094
11233,70-8023รย,13024,ID00001366,66990454854,2013/10/18,8,20,1759,1094
11234,70-8097รย,13025,ID00010174,66990455342,2013/10/18,2,11,1759,1094
11235,71-0823รย,13026,ID00010179,66627070927,2013/10/18,2,11,1759,1094
11236,71-0443รย,13027,ID00000041,66618230016,2013/10/18,8,20,1759,1094
11237,71-0232รย,13028,ID00001370,66627078460,2013/10/18,8,20,1759,1094
11238,71-0558รย,13029,ID00001371,66632064252,2013/10/18,8,20,1759,1094
11239,ฎฮ-2512กทม.ยกเลิก,12571,013227003219353,66854818650,2013/08/30,3,16,471,656
11240,62-6182กทม.,12728,ID00001336,66628208549,2013/09/20,8,20,411,303
11241,60-2792,12726,ID00001334,66628207481,2013/09/20,8,20,411,303
11242,62-6008กทม.,12716,M300001414,66990515331,2013/09/20,8,20,411,303
11243,60-8096,12737,M300001467,66628148851,2013/09/20,8,20,411,303
11244,60-8102,12735,ID00001343,66628210611,2013/09/20,8,20,411,303
11245,61-9194กทม.,12724,ID00001332,66628210594,2013/09/20,8,20,411,303
11246,63-8315กทม,12739,863835022966548,66993248329,2013/09/20,3,23,411,303
11247,73-5888กทม.,12718,ID00001326,66991248501,2013/09/20,8,20,411,303
11248,73-5959,12725,ID00001333,66657313127,2013/09/20,8,20,411,303
11249,74-3769,12727,ID00001335,66628210632,2013/09/20,8,20,411,303
11250,78-3434กทม.,12738,ID00001013,66628210645,2013/09/20,8,20,411,303
11251,62-5108,12732,ID00001340,66628148200,2013/09/20,8,20,411,303
11252,78-1577,12736,ID00001344,66619941909,2013/09/20,8,20,411,303
11253,61-9121กทม.,12733,ID00001341,66990518147,2013/09/20,8,20,411,303
11254,61-9316กทม.,12729,ID00001337,66628205835,2013/09/20,8,20,411,303
11255,61-9262กทม.,12731,ID00001339,66617261103,2013/09/20,8,20,411,303
11256,79-3720,12722,ID00001330,66628206075,2013/09/20,8,20,411,303
11257,79-5406,12720,ID00001328,66618233454,2013/09/20,8,20,411,303
11258,62-6007กทม.,12721,ID00001181,66991243563,2013/09/20,8,20,411,303
11259,79-8560กทม.,12730,M300001488,66618233547,2013/09/20,8,20,411,303
11260,62-5277กทม,12723,ID00001331,66628210204,2013/09/20,8,20,411,303
11261,82-0535,12719,ID00001020,66628205987,2013/09/20,8,20,411,303
11262,63-7671กทม,12734,ID00001342,66628206584,2013/09/20,8,20,411,303
11263,70-2394,12717,ID00001325,66628205816,2013/09/20,8,20,411,303
11264,(M008)33-5001 กท,13085,013227004965921,66628805985,2013/10/22,3,16,883,1080
11265,(M908)32-4641กทม.,13080,013227005587088,66627762357,2013/10/22,3,16,883,1080
11266,(M912)32-4643กทม.,13084,013227005440403,66618233386,2013/10/22,3,16,883,1080
11267,(M916)32-4645กทม.,13081,013227004990069,66628206375,2013/10/22,3,16,883,1080
11268,(M940)32-4485กทม.,13095,013227004979054,66657281690,2013/10/22,3,16,883,1080
11269,(M951)32-4629กทม.,13086,013226004158073,66627755008,2013/10/22,3,16,883,1080
11270,(M952)32-4630กทม.,13096,013227005586890,66655262463,2013/10/22,3,16,883,1080
11271,(M956)32-4628กทม.,13083,013227004967851,66618233387,2013/10/22,3,16,883,1080
11272,(C16)31-9091กทม.,13098,013227005575489,66991056126,2013/10/22,3,16,883,1080
11273,(C23)32-0010กทม.,13079,013227004990911,66944781135,2013/10/22,3,16,883,1080
11274,(C24)32-2048กทม.,13078,013227004990572,66617063857,2013/10/22,3,16,883,1080
11275,(C25)32-2047กทม.,13101,013227004964957,66617033839,2013/10/22,3,16,883,1080
11276,(C27)32-2202กทม.,13099,013227004349613,66990843230,2013/10/22,3,16,883,1080
11277,(D134)31-5216กทม.,13100,013227004990101,66627762302,2013/10/22,3,16,883,1080
11278,(D103)31-3060กทม.,13082,013227005575224,66618233716,2013/10/22,3,16,883,1080
11279,(D105)31-3157กทม.,13087,012896001237806,66655262439,2013/10/22,3,16,883,1080
11280,(D114)31-4530กทม.,13088,013227004990580,66627073617,2013/10/22,3,16,883,1080
11281,(D165)31-6391กทม.,13089,013227004966226,66657281680,2013/10/22,3,16,883,1080
11282,(C28)32-2203กทม.,13090,013227004973289,66617025669,2013/10/22,3,16,883,1080
11283,(C29)32-2204กทม.,13091,013227004963835,66617032815,2013/10/22,3,16,883,1080
11284,(C19)31-9346กทม.,13092,013227004968396,66617073224,2013/10/22,3,16,883,1080
11285,(C54)33-1036กทม.,13093,013227004979146,66851837803,2013/10/22,3,16,883,1080
11286,(C20)31-9946กทม.,13094,013227005575505,66945589041,2013/10/22,3,16,883,1080
11287,(C17)31-9133กทม.,13097,013227004990556,66617025672,2013/10/22,3,16,883,1080
11288,18-4Fir,13119,M300001407,66851211040,2013/10/25,8,20,479,359
11289,934,13120,M300001408,66854857461,2013/10/25,8,20,479,359
11290,20-5,13009,ID00001190,66851157753,2013/10/16,8,20,479,359
11291,932-2,13121,M300001409,66854858138,2013/10/25,8,20,479,359
11292,240(61-1761),12341,013227004987842,66991103370,2013/07/09,3,16,198,191
11293,WMS-527,12846,ID00001189,66990833940,2013/10/03,8,20,368,722
11294,WMS-613,12158,830819BC3F50B91,5D3EA94CF2AD718,2013/06/07,8,20,368,722
11295,85-3851สบ.,13128,2F2576C87AFD1A0,973209AF2D59670,2013/10/28,3,16,841,991
11296,81-8650สบ.,13129,EBF758D7E1CE6A3,C9E60DED6C1EB0F,2013/10/28,3,16,892,0
11297,85-3843สบ.,13130,01322x004xx7836,66854858141,2013/10/28,3,16,841,991
11298,85-3844สบ.,13131,AA7674B39949FF2,35A2E57FA136854,2013/10/28,3,16,841,991
11299,85-3842สบ.,13132,5E84BB0B4A1834A,C3B04BBEFD8E1D0,2013/10/28,3,16,841,991
11300,85-3855สบ.,13133,65818627A6FE011,67295123BC4F8A6,2013/10/28,3,16,840,991
11301,85-3849สบ.,13134,32DC3DB836B4170,3813D21F2122A0E,2013/10/28,3,16,840,991
11302,85-3852สบ.,13135,B0DB0396DF61B8A,0AF53DDDD44F742,2013/10/28,3,16,841,991
11303,85-3866สบ.,13136,F3DEA6B14C39AC5,E3ADE04B4274410,2013/10/28,3,16,840,991
11304,85-3856สบ.,13137,63B2143622CBF94,DBDE47AB102E4AD,2013/10/28,3,16,841,991
11305,85-3861สบ.,13139,2ED7916D85AA3FF,CB1FEA055766DD1,2013/10/28,3,16,840,991
11306,85-3854สบ.,13140,01322XX054572XX,66854859107,2013/10/28,3,16,841,991
11307,85-3846สบ.,13141,793205DE981D685,EABF0773C5A9148,2013/10/28,3,16,841,991
11308,85-3845สบ.,13142,013227004979xxx,66854859201,2013/10/28,3,16,841,991
11309,85-3865สบ.,13143,3993C7240DE38D5,68A21DD47778E37,2013/10/28,3,16,840,991
11310,85-3847สบ.,13146,CAF5E229E6B40EB,B49177FECD9034F,2013/10/28,3,16,840,991
11311,85-3858สบ.,13145,EF20D1613C38701,A890468F9892E24,2013/10/28,3,16,840,991
11312,85-3870สบ.,13144,E7C0E4D1C618E9C,FA632D640282F40,2013/10/28,3,16,840,991
11313,85-3853สบ.,13138,A507CB89ECCF105,343BA7444A16D78,2013/10/28,3,16,840,991
11314,(D206)30-5401กทม.,13151,0132xxxx4988253,66XXXX13103,2013/10/31,3,16,883,1080
11315,(M003)70-4750ชร.,12245,428DC8CFAD5FABB,08B0AD5CC913457,2013/07/01,3,16,583,993
11316,(M022)70-3603ชร.,12246,013226006806786,66892055294,2013/07/01,3,16,583,993
11317,(M085)70-6461ชร.,12243,435BC2427CE52B5,8847951EB2B632E,2013/07/01,3,16,583,993
11318,(M763)70-5333ชร.,12244,013226006813758,66990497735,2013/07/01,3,16,1006,993
11319,(M502)70-7716ชร.,12207,013227005004548,66990571146,2013/06/20,3,16,1006,993
11320,(M801)70-6709ชร.,12208,012896000479391,66944780527,2013/06/20,3,16,583,993
11321,013227000690374,12337,E9CF3E8C34F2621,119187D63A819B7,2013/07/08,3,16,583,993
11322,(M513)70-7717ชร.,12338,013227007609302,66850555718,2013/07/08,3,16,1006,993
11323,(M505)70-7034,12335,863835020687732,66626037267,2013/07/08,3,16,1006,1112
11324,(M508)70-7047 ชร.,12336,013227007628278,66617137561,2013/07/08,3,16,1006,993
11325,(M785)70-7804,12334,013227000681688,66990522513,2013/07/08,3,16,1006,993
11326,(M788)70-7837,12339,013227000692842,6.66618E+11,2013/07/08,3,16,583,993
11327,70-5849,13126,A3A1400E3F4E26A,E98807236A48D6A,2013/10/25,2,11,1005,1270
11328,71-1029รย,13127,ID00010175,66618230029,,2,11,1759,1094
11329,70-8099รย,13123,M300001411,66618230025,2013/10/25,8,20,1759,1094
11330,70-8699รย,13125,M300001701,66618230018,2013/10/25,8,20,1759,1094
11331,70-8897รย,13124,M300001412,66627078321,2013/10/25,8,20,1759,1094
11332,71-0819รย,13122,M300002442,66618230032,2013/10/25,8,20,1759,1094
11333,บร-8190นป.,13163,0XX89XX004704XX,66619942310,2013/10/31,3,16,468,4
11334,70-1787 BKK,13011,013227004973115,66628208996,2013/10/17,3,16,691,1001
11335,71-2334 AYA,13012,013227004990655,66628209118,2013/10/17,3,16,691,1001
11336,70-8179 AYA,13017,013227005586866,66628209925,2013/10/17,3,16,691,1001
11337,70-1264 KPT,13016,37D9C1071A10B58,C107F5EAEF4E80B,2013/10/17,3,16,636,0
11338,71-1726 SKA (ถอดแล้ว),13015,xxx227004990598,66819224173,2013/10/17,3,16,691,1001
11339,71-4765 SKA,13014,013227004966408,66628209205,2017/04/22,3,16,691,1001
11340,71-4767 SKA,13019,013227004989962,66619942158,2013/10/17,3,16,691,1001
11341,71-4856 SKA,13013,861785009847041,66614038980,2013/10/17,3,16,691,1001
11342,76-4103 BKK,13010,863835028584089,66632714129,2013/10/17,3,23,691,1001
11343,79-5833 BKK,13018,013227004968859,66819224367,2013/10/17,3,16,691,1001
11344,1ฒล-4335,12875,0XX227XX49792XX,66945589810,2013/10/04,3,16,825,1115
11345,1ฒม-2945กทม,12873,013227005440502,66945589534,2013/10/04,3,16,825,1115
11346,1ฒล-4332,12878,013227005540392,66945589951,2013/10/04,3,16,825,1115
11347,1ฒย-8502,12872,013227004973636,66617066045,2013/10/04,3,16,825,1115
11348,1ฒม-2859กทม,12870,013227004968644,66945589418,2013/10/04,3,16,825,1115
11349,1ฒล-4329กทม,12877,013227004963777,66945589373,2013/10/04,3,16,825,1115
11350,1ฒม-4542กทม,12876,0132XX0049680XX,66617065770,2013/10/04,3,16,825,1115
11351,1ฒล-4333,12871,013227004967653,66617065441,2013/10/04,3,16,825,1115
11352,1ฒม-4462กทม,12879,01322xxx4978411,66945589336,2013/10/04,3,16,825,1115
11353,1ฒม-4564กทม,12874,013227003307653,66945589785,2013/10/04,3,16,825,1115
11354,74-0036,11022,0915766190,66915766190,2012/12/14,1,1,690,928
11355,74-9099,11013,0915766181,66915766181,2012/12/14,1,1,690,928
11356,75-0871กทม.,11019,0915766187,66915766187,2012/12/14,1,1,690,928
11357,75-0955,10996,0915766135,66915766135,2012/12/08,1,1,690,928
11358,75-6241,11023,0915766191,66915766191,2012/12/14,1,1,690,928
11359,76-1164,11000,0915766138,66915766138,2012/12/08,1,1,690,928
11360,76-1165,11012,0915766180,66915766180,2012/12/14,2,11,690,928
11361,76-1167,11009,0915766177,66915766177,2012/12/14,1,1,690,928
11362,76-1168กทม.,11017,0915766185,66915766185,2012/12/14,1,1,690,928
11363,76-1169,10995,0915766134,66915766134,2012/12/08,1,1,690,928
11364,76-1170,10988,0915766127,66915766127,2012/12/08,1,1,690,928
11365,76-5452,11010,0915766178,66915766178,2012/12/14,1,1,690,928
11366,76-8432กทม.,11016,0915766184,66915766184,2012/12/14,1,1,690,928
11367,77-9150,11024,0915766192,66915766192,2012/12/14,1,1,690,928
11368,78-8706,10986,0915766125,66915766125,2012/12/08,1,1,690,928
11369,78-9002,10989,0915766128,66915766128,2012/12/08,1,1,690,928
11370,78-9008,10999,0915766139,66915766139,2012/12/08,1,1,690,928
11371,78-9009,11021,0915766189,66915766189,2012/12/14,1,1,690,928
11372,78-9010,10991,0915766130,66915766130,2012/12/08,1,1,690,928
11373,78-9011,10998,0915766137,66915766137,2012/12/08,1,1,690,928
11374,78-9012,11018,0915766186,66915766186,2012/12/14,1,1,690,928
11375,78-9013,10994,0915766133,66915766133,2012/12/08,1,1,690,928
11376,78-9014,10987,0915766126,66915766126,2012/12/08,1,1,690,928
11377,78-9015,10993,0915766132,66915766132,2012/12/08,1,1,690,928
11378,78-9802,10990,0915766129,66915766129,2012/12/08,1,1,690,928
11379,79-3786,11015,0915766183,66915766183,2012/12/14,2,11,690,928
11380,79-3787,10992,ID00012500,66915766131,2012/12/08,2,11,690,928
11381,79-8896,11011,0915766179,66915766179,2012/12/14,1,1,690,928
11382,82-3271รย.,10997,0915766136,66915766136,2012/12/08,1,1,690,928
11383,STNE705115RYG,13173,M300001436,66618230038,2013/11/01,8,20,881,1094
11384,STNE710984RYG,13172,xx00xxxxx,66618230061,2013/11/01,8,20,881,1094
11385,STNE701402RYG,13164,M300001427,66627070867,2013/11/01,8,20,881,1094
11386,STNE709271RYG,13170,Mxxxxxxxxx,66991098229,2013/11/01,8,20,881,1094
11387,STNE709321RYG,13171,M300XX14XX,66627078367,2013/11/01,8,20,881,1094
11388,STNE709458RYG,13169,M300002414,66617695927,2013/11/01,8,20,881,1094
11389,70-9661รย.,13167,Mxx0x0xxxx,66627078366,2013/11/01,8,20,881,1094
11390,STNE709691RYG,13165,M300001428,66990456257,2013/11/01,8,20,881,1094
11391,STNE709726RYG,13168,M300001431,66854851415,2013/11/01,8,20,881,1094
11392,STNE709632RYG,13166,M300001429,66618230039,2013/11/01,8,20,881,1094
11393,80-3730สป.,13180,278DF39AD9957C1,372C3F18B1B086E,2013/11/04,3,16,829,1118
11394,80-6250สป.,13181,013227007593209,66626544310,2013/11/04,3,16,829,1118
11395,83-2887สป.,13182,013227005005669,66628210564,2013/11/04,3,16,829,1118
11396,82-0509สป,13183,013227007604188,66990491913,2013/11/04,3,16,829,1118
11397,1ฒก-3380,13175,013227004979211,66846955720,2013/11/01,3,16,707,902
11398,1ฒก-3385,13174,0132270049xxxxx,66990467324,2013/11/01,3,16,707,902
11399,82-3477นบ.,12620,5C5968D95B86EA2,D61D772793E3042,2013/09/09,3,16,3125,0
11400,82-5887สพ.,12741,3CBC3F7B9B2AF8D,CAC9D7D9C2A4EE6,2013/09/23,3,16,818,1114
11401,82-6968สพ.,12742,6325C6BFAA3EF39,04A0A1676CC2D21,2013/09/23,3,16,818,1114
11402,83-8953ขก.,12687,013227003226184,66818471437,2013/09/16,3,16,817,1114
11403,(27)70-7976ฉช.(เทพมงคล),12226,013226006805796,66892054924,2013/06/24,3,16,672,1052
11404,1กร-2109กทม.,13176,013227004988261,66628208050,2013/11/04,3,16,622,1018
11405,2กภ-7203กทม.,13177,013227003217084,66945544223,2013/11/04,3,16,622,1018
11406,82-4992นบ.,13193,8334EB55E133515,5C74FF114F7BFFC,2013/11/05,3,16,3125,0
11407,ผย-1772ชม.,10771,012896001092706,66990642629,2012/11/06,3,16,208,212
11408,71-0058,12910,B0AFC58374B8101,A5E2440470DDBAE,2013/10/08,3,16,836,1111
11409,70-9069,12906,012896001048096,66818702820,2013/10/08,3,16,836,1111
11410,แชสซี 24385(ป้ายแดง),12907,D0253A9E901DC73,DB09C3457BEB373,2013/10/08,3,16,836,1111
11411,70-7631,12912,C801FD096330C87,0990212998A1930,2013/10/08,3,16,836,1111
11412,70-8066,12908,013227004978635,66818741951,2013/10/08,3,16,836,1111
11413,71-0282,12909,9A5EF0C2A9B9F84,5A593101BD09A5D,2013/10/08,3,16,836,1111
11414,85-6792,12911,013227004973040,66818898061,2013/10/08,3,16,836,1111
11415,ถก-5386กทม.,13039,013227004968180,66990838123,2013/10/18,3,16,685,1059
11416,ETTE708719CBI,13198,6ADFDB678CC5113,47C96EBBC2004C8,2013/11/08,2,11,821,1094
11417,ETTE700893CBI,13199,EE156CB8F293784,78340EE54FC5A37,2013/11/08,2,11,821,1094
11418,ETTE702356CBI,13200,E994FD869CDD734,EB067FBFBCEA3EC,2013/11/08,2,11,821,1094
11419,ETTE714276CBI,13115,F70816F1DA9FF3A,DBF109CF45B5035,2013/10/24,8,20,821,1094
11420,พ-3839กทม.(ป้ายแดง),13162,4A162E5A3386EE6,4D60DA1A470DF9F,2013/10/31,3,16,545,325
11421,ETTE700889CBI,13114,45F2D4DE61AFC53,0F106C3A9B6A0E7,2013/10/24,8,20,821,1094
11422,ETTD712330CBI,13112,9D055D4FB6732EA,99E02807E916B78,2013/10/24,8,20,821,1094
11423,ETTD712331CBI,13113,0A32EFCD132E56E,A07F8C490EA6576,2013/10/24,8,20,821,1094
11424,ETTD712334CBI,13117,EFEEC82EECF1253,0EABA1999A2B59A,2013/10/24,8,20,821,1094
11425,ETTD712335CBI,13116,5CBC382969F5D49,C6A5E747620B446,2013/10/24,8,20,821,1094
11426,72-2426,13178,4D43B7355399E62,27041F00A2485D9,2013/11/04,3,16,503,494
11427,0854873185,13202,Ixxxxxxxxx,66854873185,2013/11/08,8,20,503,494
11428,0854873261,13204,ID0XXXXXXXX,66854873261,2013/11/08,8,20,503,494
11429,72-7275,13205,M300001437,66627972500,2013/11/08,8,20,503,494
11430,71-0479สบ.,13201,BB253CAC8AF5F1A,A7796720C8BD5B0,2013/11/08,8,20,503,494
11431,71-6277ชบ,13203,ID00001367,66854873204,2013/11/08,8,20,503,494
11432,MOTD784690BKK,13155,M300001420,66991106962,2013/10/31,8,20,830,1094
11433,MOTD784696BKK,13184,108AE0A7CA5F34F,18E10FDC27CCAF8,2013/11/05,8,20,830,1094
11434,MOTD784702BKK,13159,1EED9B322CD53AE,EFFA472058EAF25,2013/10/31,8,20,830,1094
11435,MOTD784954BKK,13185,1B37D7E1CC918A1,B611E8C8D15E253,2013/11/05,8,20,830,1094
11436,MOTD785502BKK,13189,87B6C0CE9B742D2,D2209C25A59AC8E,2013/11/05,8,20,830,1094
11437,MOTD785503BKK,13187,E6AC64B9FB5CA25,749700930F079FC,2013/11/05,8,20,830,1094
11438,MOTD785506BKK,13154,D6D127379AE06E1,3142626733CCD72,2013/10/31,8,20,830,1094
11439,MOTD787446BKK,13152,0F275737B4463C0,90FBFD6B6DE9F5B,2013/10/31,8,20,830,1094
11440,MOTD787448BKK,13192,D20F2087FF301B5,3DE27A6C50A13EF,2013/11/05,8,20,830,1094
11441,MOTD787449BKK,13188,3DC7BB144224563,18D91DEE97A64C0,2013/11/05,8,20,830,1094
11442,MOTD787453BKK,13157,D4DCFEC58D27662,1B5C4516B9A3B26,2013/10/31,8,20,830,1094
11443,MOTD787454BKK,13158,572A4A3EE524BC2,B677FC5EEE4F833,2013/10/31,8,20,830,1094
11444,MOTD787458BKK,13161,9796FF1A6E970C4,2810880188A99A4,2013/10/31,8,20,830,1094
11445,MOTD789608BKK,13190,4490120EC1054FD,8F6A81FDD72856C,2013/11/05,8,20,830,1094
11446,MOTD789611BKK,13153,5E7364D3C8C4AC7,5340552D4C159E2,2013/10/31,8,20,830,1094
11447,MOTD789612BKK,13186,BFF1CE720E66AAB,8BB96760A74403B,2013/11/05,8,20,830,1094
11448,MOTD789615BKK,13156,0943DBFA5703CDE,A561054732B49F2,2013/10/31,8,20,830,1094
11449,MOTD789616BKK,13191,1DCCCDE48CC94AC,FFC992B9F1E2F18,2013/11/05,8,20,830,1094
11450,MOTD789617BKK,13160,B558578E0F3CFDA,B6BFEBA31C94CFE,2013/10/31,8,20,830,1094
11451,ILLD707295RYG,13195,1B86AEBFE9A02EB,0DFE9E398AEE355,2013/11/07,8,20,833,1094
11452,ILLD708498RYG,13196,E82707FC5CFA42A,6B9C18F9245D5C7,2013/11/07,8,20,833,1094
11453,30-1038,12886,013227004964924,66818046895,2013/10/07,3,16,826,1120
11454,30-4375,12890,013227004990804,66818087679,2013/10/07,3,16,826,1120
11455,30-4376,12895,013227004962928,66818106105,2013/10/07,3,16,826,1120
11456,30-4981,12898,013227004966291,66818148256,2013/10/07,3,16,826,1120
11457,30-6308,12891,013227004990192,66818087825,2013/10/07,3,16,826,1120
11458,30-7419,12897,013227004987313,66818133358,2013/10/07,3,16,826,1120
11459,30-7709,12889,013227004979005,66818068449,2013/10/07,3,16,826,1120
11460,31-0639,12887,013227004968941,66818047501,2013/10/07,3,16,826,1120
11461,31-1689,12893,013227004987602,66818099074,2013/10/07,3,16,826,1120
11462,32-1745,12892,013227004968289,66818098648,2013/10/07,3,16,826,1120
11463,32-3046,12884,013227005440171,66818046601,2013/10/07,3,16,826,1120
11464,32-4095,12894,013227005463660,66818099395,2013/10/07,3,16,826,1120
11465,32-4661,12899,013227004963892,66818165025,2013/10/07,3,16,826,1120
11466,32-4693,12896,013227004967620,66818126174,2013/10/07,3,16,826,1120
11467,32-4710,12885,013227004973487,66818046892,2013/10/07,3,16,826,1120
11468,32-5140,12888,013227004968172,66818063182,2013/10/07,3,16,826,1120
11469,32-6919,12901,013227004966374,66818236980,2013/10/07,3,16,826,1120
11470,32-6977,12900,013227004990853,66818172930,2013/10/07,3,16,826,1120
11471,ถฐ-8541,13040,013227004968222,66819224639,2013/10/21,3,16,5459,1109
11472,92-1661กทม.(T31),12565,DB826A3B69DC1E3,ED5A7EF9ACEC07B,2013/08/28,8,20,809,884
